samp_name	biosamples_accession	sample_alt_lab_ids	source_mat_id	tissue_type	molecular_sex	molecular_sex_reference	samp_taxon_common	samp_taxon_ID	specific_host	latitude	longitude	geo_loc_name	site_name	sample_age	sample_age_upper	sample_age_lower	sample_age_inference_methods	c14_age	c14_age_sd	c14_lab_code	sample_age_reference	sample_age_notes	nuclear_sequencing_platform	nuclear_library_strategy	nuclear_depth_of_coverage	nuclear_damage_treatment	nuclear_lib_strandedness	nuclear_reference	mt_sequencing_platform	mt_library_strategy	mt_targeted_region	mt_depth_of_coverage	mt_damage_treatment	mt_lib_strandedness	mt_accession	mt_reference	curator_comments	curated_by	curation_complete
AKAS-001	SAMEA112960291	missing	missing	radius bone, UBERON:0001423	female	https://doi.org/10.1093/gbe/evae114	Sheep	9940.0	Ovis, Ovis aries	60.233056	20.080556	Sweden	Kastelholm	433.5	527	340	radiocarbon dating	missing	missing	Ua-71141	https://doi.org/10.1093/gbe/evae114		ILLUMINA	WGS	0.07	none	double	https://doi.org/10.1093/gbe/evae114	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
AKAS-002	SAMEA112960292	missing	missing	radius bone, UBERON:0001423	female	https://doi.org/10.1093/gbe/evae114	Sheep	9940.0	Ovis, Ovis aries	60.233056	20.080556	Sweden	Kastelholm	425	450	400	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.335	none	double	https://doi.org/10.1093/gbe/evae114	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
Aliabad3	SAMEA113400628	KD195	MM AAB2 / AAB 2013-14, CON1066, RN1296	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	36.54425988	46.21132851	Iran	Ali Abad	4960	4899	4838	radiocarbon dating	4315	20	OxA-42205	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	0.37	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	216.51	not applicable	not applicable	OZ245293	not applicable		Kevin Daly	yes
APOR008	SAMEA116134571;SAMEA116134998;SAMEA116134996;SAMEA116134997	missing	missing	mandible, UBERON:0001684	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	42.34828541	-3.51660465	Spain	El Portalón	7147	7270	7024	radiocarbon dating	missing	missing	missing	https://doi.org/10.1093/molbev/msae158		ILLUMINA	WGS	0.115	none	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
APOR009	SAMEA116135002;SAMEA116134999;SAMEA116135000;SAMEA116135001;SAMEA116135003;SAMEA116135004;SAMEA116135005;SAMEA116134572	missing	missing	mandible, UBERON:0001684	male	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	42.34828541	-3.51660465	Spain	El Portalón	7126	7260	6992	radiocarbon dating	missing	missing	missing	https://doi.org/10.1093/molbev/msae158		ILLUMINA	WGS	1.986	none	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
Asikli7	SAMEA113400636	KD339	Level 2;AH 7037.16	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	38.34935	34.230237	Turkey	Aşıklı Höyük	9600	9800	9400	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	Targeted-Capture;WGS	0.3	partial-udg;full-udg	single;double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	17.53	not applicable	not applicable	OZ245308	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
ASTF-001	SAMEA112960293	missing	missing	radius bone, UBERON:0001423	female	https://doi.org/10.1093/gbe/evae114	Sheep	9940.0	Ovis, Ovis aries	57.290033	17.975129	Sweden	Stora Förvar	3828	3957	3699	radiocarbon dating	missing	missing	Ua-71140	https://doi.org/10.1093/gbe/evae114		ILLUMINA	WGS	6.715	none	double	https://doi.org/10.1093/gbe/evae114	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
ASTF-002	SAMEA112960294	missing	missing	radius bone, UBERON:0001423	male	https://doi.org/10.1093/gbe/evae114	Sheep	9940.0	Ovis, Ovis aries	57.290033	17.975129	Sweden	Stora Förvar	4043.5	4151	3936	radiocarbon dating	missing	missing	Ua-71139	https://doi.org/10.1093/gbe/evae114		ILLUMINA	WGS	11.601	none	double	https://doi.org/10.1093/gbe/evae114	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
ASTF-003	SAMEA112960295	missing	missing	radius bone, UBERON:0001423	male	https://doi.org/10.1093/gbe/evae114	Sheep	9940.0	Ovis, Ovis aries	57.290033	17.975129	Sweden	Stora Förvar	4125	4400	3850	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	3.864	none	double	https://doi.org/10.1093/gbe/evae114	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
Azer12	SAMEA113400638	AH050	MM TH17	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	37.0043469	45.4588338	Iran	Tepe Hasanlu	2500	2700	2300	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.19	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	109.49	not applicable	not applicable	OZ245311	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Azer13	SAMEA113400639	AH062	MM AAB1	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	36.54425988	46.21132851	Iran	Ali Abad	4500	4700	4300	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.18	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	356.45	not applicable	not applicable	OZ245313	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Azer2	SAMEA8609222	KD175	MM GG8	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1098/rsbl.2021.0222	Sheep	9940.0	Ovis, Ovis aries	37.00452680632773	45.45884452629115	Iran	Tepe Hasanlu	2550	2750	2650	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.22	full-udg	double	https://doi.org/10.1098/rsbl.2021.0222	not applicable	WGS	not applicable	74.11	not applicable	not applicable	OZ245287	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
bad003	SAMEA114638840;SAMEA114806684	missing	missing	missing	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	37.21323325	30.4750692	Turkey	Bademağacı	8820	8985	8655	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.021	none	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
bar001	SAMEA114638841;SAMEA114806685	missing	missing	missing	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	40.30102389	29.60864717	Turkey	Barcın	8200	8250	8150	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.023	none	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
BFMC304A	SAMEA116133605	missing	missing	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	49.38872875	3.393868727	France	"Bucy-le-Long ""le Fond du Marais"", Picardie"	6750	6850	6650	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.965	full-udg	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
BFMC304B	SAMEA116133606	missing	missing	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	49.38872875	3.393868727	France	"Bucy-le-Long ""le Fond du Marais"", Picardie"	6750	6850	6650	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.436	full-udg	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
Chalow2	SAMEA113400640	KD188	MM TCL1.1	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	37.10355	56.885281	Iran	Chalow	4400	4600	4200	radiocarbon dating	failed	not applicable	P51914BP	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	0.15	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	448.95	not applicable	not applicable	OZ245300	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Chishma1	SAMEA113400652	SHG_RU_04	SHG_RU_04	talus, UBERON:0002395	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	54.249722	55.546944	Russia	Chishminskoye	3481	3564	3398	radiocarbon dating	3259	33	UBA-47132	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	0.18	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	30.86	not applicable	not applicable	OZ245297	not applicable		Kevin Daly	yes
Enkhuizen1	SAMEA113400658	AH109	3 1 Kadyken 5B 237 2009 143	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	52.7	5.3	Netherlands	Enkhuizen	3080	3162	2998	radiocarbon dating	2924	18	OxA-43239	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	2.7	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	835.01	not applicable	not applicable	OZ245299	not applicable		Kevin Daly	yes
erb002	SAMEA114638842;SAMEA114806686	missing	missing	missing	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	37.352004	31.925888	Turkey	Erbaba Höyük	8100	8250	7950	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.029	none	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
ERB455	SAMEA114638850	missing	missing	scapula, UBERON:0006849	male	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	37.352004	31.925888	Turkey	Erbaba Höyük	8200	8450	7950	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.008	none	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
Fars3	SAMEA113400659	KD184	MM TQA1	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	29.1752873	52.7656639	Iran	Tepe Qasrdasht	5867	5985	5749	radiocarbon dating	5120	36	UBA-33789	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	1.25	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	133.34	not applicable	not applicable	OZ245304	not applicable		Kevin Daly	yes
Gadachrili3	SAMEA113400661	KD358	Sq 8, Locus 46, Lot 67, Object # 283, Exc.Tag 5624, Obj. Tag 4577	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	41.39055	44.82084	Georgia	Gadachrili Gora	7850	8050	7650	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.82	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	399.9	not applicable	not applicable	OZ245294	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Gadachrili4	SAMEA113400662	KD359	Sq 11, Locus 55, Lot 176, Object # 304, Exc.Tag 3976, Obj. 7136	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	41.39055	44.82084	Georgia	Gadachrili Gora	7862.5	7970	7755	radiocarbon dating	7047	45	UBA-47126	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	1.14	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	167.97	not applicable	not applicable	OZ245303	not applicable		Kevin Daly	yes
Ganj1	SAMEA113400663	KD313	Smithsonian NMNH Accession number 1125905, catalog number A587262:649;B;15-Q	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Mouflon	3370470.0	Ovis, Ovis gmelini	34.2721	47.4758	Iran	Ganj Dareh	10069.5	10229	9910	radiocarbon dating	8955	43	UBA-45116	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	0.26	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	67.62	not applicable	not applicable	OZ245278	not applicable		Kevin Daly	yes
Gorgan1	SAMEA113400675	KD276	GW15, E003, F27	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	37.25	55.17	Iran	Gabri Qal‘eh	650	850	450	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.71	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	354.19	not applicable	not applicable	OZ245321	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Guver6	SAMEA113400680	Q3/Güv 01-I	834	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	38.401745	34.196339	Turkey	Güvercinkayasi	7000	7200	6800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	Targeted-Capture	0.005	partial-udg	single	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	0.29	not applicable	not applicable	OZ245292	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Hamedan1	SAMEA113400682	AH051	MM GTP1	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	34.7988575	48.5150224	Iran	Tepe Gunespan	2500	2700	2300	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.38	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	98.76	not applicable	not applicable	OZ245318	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Herxheim3	SAMEA113400683	KD034	Hxh9	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	49.1456391	8.2135861	Germany	Herxheim	2532.5	2700	2365	radiocarbon dating	2449	8	OxA-43238	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	1.73	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	291.34	not applicable	not applicable	OZ245276	not applicable		Kevin Daly	yes
ira011	SAMEA114806687;SAMEA114638846	missing	missing	long bone, UBERON:0002495	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	36.189444	49.174444	Iran	Tepe Khalesh	7850	7950	7750	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.031	none	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
ira016	SAMEA114638845;SAMEA114806688	missing	missing	long bone, UBERON:0002495	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	36.189444	49.174444	Iran	Tepe Khalesh	7850	7950	7750	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.031	none	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
Ivanovo1	SAMEA113400687	SHG_RU_08	SHG_RU_08	talus, UBERON:0002395	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	52.803333	53.783056	Russia	Ivanovskaya	3777	3910	3644	radiocarbon dating	3514	45	UBA-47133	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	2.59	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	310.99	not applicable	not applicable	OZ245288	not applicable		Kevin Daly	yes
Jelsum1	SAMEA113400688	AH110	Jelsum 2010	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	53.23	5.78	Netherlands	Jelsum	2246.5	2336	2157	radiocarbon dating	2243	17	OxA-43701	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	3.38	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	658.69	not applicable	not applicable	OZ245290	not applicable		Kevin Daly	yes
Jelsum2	SAMEA113400689	AH111	Jelsum Late IronAge	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	53.23	5.78	Netherlands	Jelsum	2081	2281	1881	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.71	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	100.4	not applicable	not applicable	OZ245307	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Khor1	SAMEA8609212	AH054	MMNKD1	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1098/rsbl.2021.0222	Sheep	9940.0	Ovis, Ovis aries	36.169834	58.81134	Iran	Nishapur	3000	3300	2700	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.39	full-udg	double	https://doi.org/10.1098/rsbl.2021.0222	not applicable	WGS	not applicable	113.86	not applicable	not applicable	OZ245280	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Kortik4	SAMEA113400695	AH040	GHN-139	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Mouflon	3370470.0	Ovis, Ovis gmelini	37.81442	40.98383	Turkey	Körtiktepe	11613	11823	11403	radiocarbon dating	10093	36	OxA-42207	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	0.05	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	34.35	not applicable	not applicable	OZ245309	not applicable		Kevin Daly	yes
Kultepe1	SAMEA113400696	AH126-1	KTF00123 KT16 E251 Ptr ADN	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	39.270278	45.451944	Azerbaijan	Kültepe I	7723	7923	7523	radiocarbon dating	6878	38	UB49861	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	0.01	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	6.88	not applicable	not applicable	OZ245291	not applicable		Kevin Daly	yes
Kur1	SAMEA113400697	AH058	MM TAL1	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	35.776299	48.12043	Iran	Sad-e Talvar	6000	6200	5800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.24	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	327.33	not applicable	not applicable	OZ245275	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Lur10	SAMEA113400698	KD185	MM GG4	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	33.4499509	49.4516846	Iran	Tepe Qela Gap	7142	7274	7010	radiocarbon dating	6261	46	UBA-47130	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	0.19	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	66.2	not applicable	not applicable	OZ245306	not applicable		Kevin Daly	yes
Lur11	SAMEA113400699	KD186	MM GG6	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	33.4499509	49.4516846	Iran	Tepe Qela Gap	5000	5200	4800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.02	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	44.87	not applicable	not applicable	OZ245281	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Lur16	SAMEA113400700	AH056	MM GG5	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	33.4499509	49.4516846	Iran	Tepe Qela Gap	5000	5200	4800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.19	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	158.33	not applicable	not applicable	OZ245285	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
MDVC564	SAMEA116133604	missing	missing	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1093/molbev/msae158	Sheep	9940.0	Ovis, Ovis aries	49.43146742	4.004877237	France	Mennevile-Derrière-Le-Village, Picardie	6950	7050	6850	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.794	full-udg	double	https://doi.org/10.1093/molbev/msae158	not applicable	WGS	not applicable	missing	not applicable	not applicable	not applicable	not applicable		Kevin Daly	yes
Mongolia1	SAMEA113400716	KD061	Ǝr 1-018 (Day 2, May 6th 2015)	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	49.482	103.3662	Mongolia	Burkhan Tolgoi	1831	1922	1740	radiocarbon dating	1917	28	UBA-33786	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	1.79	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	226	not applicable	not applicable	OZ245295	not applicable		Kevin Daly	yes
MUM2	SAMEA8609215;SAMEA8609217;SAMEA8609220;SAMEA8609214;SAMEA8609218;SAMEA8609219;SAMEA8609213;SAMEA8609216	MUM	FN 4306, Feature 31091	skin of body, UBERON:0002097	male	https://doi.org/10.1098/rsbl.2021.0222	Sheep	9940.0	Ovis, Ovis aries	36.91598541474066	47.85647296212747	Iran	Chehrabad	1481	1411	1551	radiocarbon dating	1601	30	UBA-37486	https://doi.org/10.1098/rsbl.2021.0222		ILLUMINA	WGS	4.02	full-udg	double	https://doi.org/10.1098/rsbl.2021.0222	not applicable	WGS	not applicable	229.7	not applicable	not applicable	OZ245284	not applicable	mtDNA under accession SAMEA8651756	Kevin Daly	yes
Nachcharini1	SAMEA113400717	KD330	Na, 4d, E9-194, F5167	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Mouflon	3370470.0	Ovis, Ovis gmelini	34.0775	36.347778	Lebanon	Nachcharini Cave	11476	11684	11268	radiocarbon dating	9978	32	OxA-42206	https://doi.org/10.1126/science.adn2094		ILLUMINA	WGS	1.19	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	213.96	not applicable	not applicable	OZ245277	not applicable		Kevin Daly	yes
Nachcharini2	SAMEA113400718	KD331	Na, 4D2, D10 Li, F430	petrous part of temporal bone, UBERON:0001694	female	https://doi.org/10.1126/science.adn2094	Mouflon	3370470.0	Ovis, Ovis gmelini	34.0775	36.347778	Lebanon	Nachcharini Cave	12000	12200	11800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.23	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	132.35	not applicable	not applicable	OZ245282	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Nachcharini4	SAMEA113400719	KD333	Na, 4D1, D10-dg, F7001	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Mouflon	3370470.0	Ovis, Ovis gmelini	34.0775	36.347778	Lebanon	Nachcharini Cave	12000	12200	11800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.46	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	204.99	not applicable	not applicable	OZ245305	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Nizzana4	SAMEA113400720	KD266	B, 368,1581	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	30.876119	34.432833	Israel	Nizzana	1030	1230	830	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.07	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	305.71	not applicable	not applicable	OZ245296	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Nizzana5	SAMEA113400721	KD267	C, 937, 3164	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	30.876119	34.432833	Israel	Nizzana	1030	1230	830	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	1.18	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	283.16	not applicable	not applicable	OZ245289	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Ovcular2	SAMEA113903265	AH128-2	OT 14.058 #01506	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	39.5923	45.0678	Azerbaijan	Ovçular Tepesi	6075	6275	5875	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.01	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	12.13	not applicable	not applicable	OZ245273	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
Padayatak1	SAMEA113400723	KD253	PDK2011, 5, CH5, US5024	petrous part of temporal bone, UBERON:0001694	male	https://doi.org/10.1126/science.adn2094	Sheep	9940.0	Ovis, Ovis aries	39.142222	66.770833	Uzbekistan	Padayatak	3000	3200	2800	stratigraphic inference	not applicable	not applicable	not applicable	not applicable		ILLUMINA	WGS	0.18	full-udg	double	https://doi.org/10.1126/science.adn2094	not applicable	WGS	not applicable	104.14	not applicable	not applicable	OZ245274	not applicable	Startigraphic inferences all standardized to 400 years (200 around midpoint estimate).	Kevin Daly	yes
